Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Marjin Dijital Tasarım Ajansı,"Karabaş Mah. Belde Sok. Ekşi İş Merkezi No:5 K.4 - 409, 41100 İzmit/Kocaeli",,,https://www.marjin.net/,https://www.google.com/maps/place/POLTECH+B%C4%B0LG%C4%B0SAYAR+B%C4%B0L%C4%B0%C5%9E%C4%B0M+PAZARLAMA+SANAY%C4%B0+VE+T%C4%B0CARET+L%C4%B0M%C4%B0TED+%C5%9E%C4%B0RKET%C4%B0/data=!4m7!3m6!1s0x14cb453030835933:0x5183123b0e08d0dd!8m2!3d40.7652719!4d29.9300963!16s%2Fg%2F11wts24vd_!19sChIJM1mDMDBFyxQR3dAIDjsSg1E?authuser=0&hl=tr&rclk=1
Vamss Yazılım ve Pazarlama Ajansı,"Tepecik, Cumhuriyet Cd. No:90, 41100 İzmit/Kocaeli",0541 418 26 77,,https://vamss.com/,https://www.google.com/maps/place/Marjin+Dijital+Tasar%C4%B1m+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb457dd66acc59:0x52c4bb2857470c!8m2!3d40.7624575!4d29.9338315!16s%2Fg%2F1tj2qpkv!19sChIJWcxq1n1FyxQRDEdXKLvEUgA?authuser=0&hl=tr&rclk=1
TEDBİR YAZILIM OTOMASYON ITH SAN TIC LTD STI,"28 Haziran, Üstünlük Sk. No:4 D:2, 41060 İzmit/Kocaeli",444 1 791,,N/A,https://www.google.com/maps/place/MAR+AJANS+-+BILLBOARD+-+SINEMA+-+RADYO+REKLAMLARI+-+%C4%B0NTERNET+S%C4%B0TES%C4%B0+TASARIM/data=!4m7!3m6!1s0x14cb45802499299b:0xbbe905cfa8a0da8c!8m2!3d40.7624995!4d29.9229879!16s%2Fg%2F1tnpbryj!19sChIJmymZJIBFyxQRjNqgqM8F6bs?authuser=0&hl=tr&rclk=1
"Sosyo Click - Dijital Marka Ajansı, Web Sitesi Tasarımı","İzmit Çukurbağ Mahallesi No:30, 41200 İzmit/Kocaeli",0506 585 41 17,,https://www.sosyo.click/,https://www.google.com/maps/place/Vamss+Yaz%C4%B1l%C4%B1m+ve+Pazarlama+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb458ce3f1f16d:0xc6dd02bde56e3e06!8m2!3d40.7627383!4d29.9249514!16s%2Fg%2F11kb9d_nzf!19sChIJbfHx44xFyxQRBj5u5b0C3cY?authuser=0&hl=tr&rclk=1
ERLER TEKNOLOJİ AŞ,"Karabaş, Akça Cami Cd. No118/A, 41000 İzmit/Kocaeli",(0262) 321 30 41,,N/A,https://www.google.com/maps/place/TEDB%C4%B0R+YAZILIM+OTOMASYON+ITH+SAN+TIC+LTD+STI/data=!4m7!3m6!1s0x14cb4fecada3699f:0x73363b3cb06b9a28!8m2!3d40.7728545!4d29.9511456!16s%2Fg%2F11s21fzsbq!19sChIJn2mjrexPyxQRKJprsDw7NnM?authuser=0&hl=tr&rclk=1
İnnovia Bilişim Bilgisayar ve Sistem Güvenliği Hizmetleri,"Kadıköy, Atatürk Blv. No: 97 Kat:4 D:8, 41050 İzmit/Kocaeli",0543 239 14 94,,https://www.innoviabilisim.com.tr/,"https://www.google.com/maps/place/Sosyo+Click+-+Dijital+Marka+Ajans%C4%B1,+Web+Sitesi+Tasar%C4%B1m%C4%B1/data=!4m7!3m6!1s0x14cb4f327eb53a4b:0x5627f9d359e0c97d!8m2!3d40.7676126!4d29.9327866!16s%2Fg%2F11krr8tcw0!19sChIJSzq1fjJPyxQRfcngWdP5J1Y?authuser=0&hl=tr&rclk=1"
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/ERLER+TEKNOLOJ%C4%B0+A%C5%9E/data=!4m7!3m6!1s0x14cb4f72a5eff9d3:0x17f3e914ade215c4!8m2!3d40.7661235!4d29.9343525!16s%2Fg%2F11h1mfz_2h!19sChIJ0_nvpXJPyxQRxBXirRTp8xc?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/%C4%B0nnovia+Bili%C5%9Fim+Bilgisayar+ve+Sistem+G%C3%BCvenli%C4%9Fi+Hizmetleri/data=!4m7!3m6!1s0x14cb4fbb21e2961b:0xb712ec815a686365!8m2!3d40.7653071!4d29.9480963!16s%2Fg%2F11k0sr34sf!19sChIJG5biIbtPyxQRZWNoWoHsErc?authuser=0&hl=tr&rclk=1
Bilgesis Bilgisayar ve İletişim Sis. San. Tic. Ltd. Şti.,"Sanayi, Seyitoğlu Sk. Kapı No:10, 41040 İzmit/Kocaeli",(0262) 323 66 88,,http://www.bilgesis.com.tr/,https://www.google.com/maps/place/Bilgesis+Bilgisayar+ve+%C4%B0leti%C5%9Fim+Sis.+San.+Tic.+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457f580b1b1b:0xb8d3c685c139be93!8m2!3d40.7560222!4d29.9560773!16s%2Fg%2F11b6jgqlvg!19sChIJGxsLWH9FyxQRk745wYXG07g?authuser=0&hl=tr&rclk=1
MNART MEDYA,"Sahil Mah. Çağla sk. No:6, 41090 sanberkhan iş merkezi B blok kat 2 daire:38, 41090 Başiskele/Kocaeli",0542 682 41 41,info@mnajans.com,https://mnartmedya.com/,https://www.google.com/maps/place/Tuna+Bilisim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f806229be25:0xa784c46105de8a10!8m2!3d40.766219!4d29.930084!16s%2Fg%2F1wb31rx4!19sChIJJb4pYoBPyxQREIreBWHEhKc?authuser=0&hl=tr&rclk=1
KİM Bilişim Eğitim ve Danışmanlık Hizmetleri,"Kocaeli Üniversitesi Teknoloji Geliştirme Bölgesi, Yeniköy Merkez, Vatan Cd. No:83 C21, 41275 Başiskele/Kocaeli",(0262) 322 43 22,destek@kimbilisim.com,http://www.kimbilisim.com/,https://www.google.com/maps/place/Misbah/data=!4m7!3m6!1s0x14cb4585714aad3d:0xa007fb95cd273e1d!8m2!3d40.7619458!4d29.9205512!16s%2Fg%2F1hc3d2q51!19sChIJPa1KcYVFyxQRHT4nzZX7B6A?authuser=0&hl=tr&rclk=1
Hi Bro | Kocaeli Web Tasarım | Reklam Ajansı | Sosyal Medya | Prodüksiyon ve SEO Ajansı,"Çarşı Yapı AVM, Sanayi, B18/K3, 41040 İzmit/Kocaeli",0850 840 4185,"select2@4.1.0-rc.0, lazyload@2.0.0-rc.2, htmx.org@1.9.10, hi@hibro.co",https://www.hibro.co/,https://www.google.com/maps/place/MNART+MEDYA/data=!4m7!3m6!1s0x14cb45bfe7b2d881:0x7d173ffbee58640c!8m2!3d40.7133358!4d29.9280193!16s%2Fg%2F11r3sk5kp5!19sChIJgdiy579FyxQRDGRY7vs_F30?authuser=0&hl=tr&rclk=1
Akademedya,"Cedit, Atatürk Blv. No:15, 41300 İzmit/Kocaeli",(0262) 341 39 59,,N/A,https://www.google.com/maps/place/K%C4%B0M+Bili%C5%9Fim+E%C4%9Fitim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hizmetleri/data=!4m7!3m6!1s0x14cb458197c55fbb:0x4e101e0a33094eb!8m2!3d40.7030441!4d29.8842175!16s%2Fg%2F1ptx3xh76!19sChIJu1_Fl4FFyxQR65Qwo-AB4QQ?authuser=0&hl=tr&rclk=1
MEGACEP İZMİT 2 EL TELEFON ALIM SATIM İZMİT TEKNİK SERVİS İZMİT İKİNCİ EL TELEFON İPHONE SAMSUNG OPPO HUAWEİ,"Ömerağa, Akça Cami Cd. 11/D, 41100 İzmit/Kocaeli",0532 461 99 41,,N/A,https://www.google.com/maps/place/Hi+Bro+%7C+Kocaeli+Web+Tasar%C4%B1m+%7C+Reklam+Ajans%C4%B1+%7C+Sosyal+Medya+%7C+Prod%C3%BCksiyon+ve+SEO+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb455c3382057f:0x3187ef2096612a00!8m2!3d40.7532765!4d29.9538283!16s%2Fg%2F11bc7rxx70!19sChIJfwWCM1xFyxQRACphliDvhzE?authuser=0&hl=tr&rclk=1
İZMİT İNGENİCO,"Kadıköy, Gençer Sk. No:26, 41060 İzmit/Kocaeli",0541 818 41 41,,N/A,https://www.google.com/maps/place/Akademedya/data=!4m7!3m6!1s0x14cb451f7d79c7ed:0xb176e453f07e84b!8m2!3d40.7655889!4d29.9396994!16s%2Fg%2F1tf4h7cn!19sChIJ7cd5fR9FyxQRS-gHP0VuFws?authuser=0&hl=tr&rclk=1
"SEOPix Dijital Pazarlama Ajansı ,SEO, Web Tasarım , Sosyal Medya","Sahil, Sahil Mah. D-130 Karayolu, Üzeri No:45/8, 41090 Başiskele/Kocaeli",0535 737 90 16,serenguldagli@hotmail.com Dağlı,https://www.seopix.net/,https://www.google.com/maps/place/MEGACEP+%C4%B0ZM%C4%B0T+2+EL+TELEFON+ALIM+SATIM+%C4%B0ZM%C4%B0T+TEKN%C4%B0K+SERV%C4%B0S+%C4%B0ZM%C4%B0T+%C4%B0K%C4%B0NC%C4%B0+EL+TELEFON+%C4%B0PHONE+SAMSUNG+OPPO+HUAWE%C4%B0/data=!4m7!3m6!1s0x14cb454c65ad215d:0x648452a7ffa0730a!8m2!3d40.7656328!4d29.9285195!16s%2Fg%2F11pvsdbyc9!19sChIJXSGtZUxFyxQRCnOg_6dShGQ?authuser=0&hl=tr&rclk=1
Bitekno Güvenlik ve İletişim Sistemleri Ltd. Şti.,"Kadıköy, Esendal Sk. No:17/c, 41040 İzmit/Kocaeli",0850 840 4884,info@bitekno.com,http://www.bitekno.com/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+%C4%B0NGEN%C4%B0CO/data=!4m7!3m6!1s0x14cb45df59dc845f:0x6877e0708c82414e!8m2!3d40.7686668!4d29.9450316!16s%2Fg%2F11spdy3qlk!19sChIJX4TcWd9FyxQRTkGCjHDgd2g?authuser=0&hl=tr&rclk=1
Kocaeli Deniz Bilgisayar,"Ömerağa mahahllesi, Soydan Sk. iş hanı no:34/73, 41000 İzmit/Kocaeli",0541 216 07 41,,N/A,"https://www.google.com/maps/place/SEOPix+Dijital+Pazarlama+Ajans%C4%B1+,SEO,+Web+Tasar%C4%B1m+,+Sosyal+Medya/data=!4m7!3m6!1s0x14cb45bf68d2eb11:0x8b338f00435ac720!8m2!3d40.7145405!4d29.9296781!16s%2Fg%2F11n00f3kg6!19sChIJEevSaL9FyxQRIMdaQwCPM4s?authuser=0&hl=tr&rclk=1"
ÇARŞI İLETİSİM,"ÖMERAĞA MAHALLESİ,ABDURRAHMAN YÜKSEL CADDESİ BELSA PLAZA İŞ HANI.NO:142 2.KAT ORTA SIRA, 41310 İzmit/Kocaeli",0537 883 72 54,,N/A,https://www.google.com/maps/place/Bitekno+G%C3%BCvenlik+ve+%C4%B0leti%C5%9Fim+Sistemleri+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457ff3a80019:0xffd9945467b46c29!8m2!3d40.7663985!4d29.9488909!16s%2Fg%2F1v38drkh!19sChIJGQCo839FyxQRKWy0Z1SU2f8?authuser=0&hl=tr&rclk=1
İzmit Bilişim,,0546 878 41 41,,N/A,https://www.google.com/maps/place/Kocaeli+Deniz+Bilgisayar/data=!4m7!3m6!1s0x14cb452eefb3c58b:0xefbac95328c72f36!8m2!3d40.7638627!4d29.8836473!16s%2Fg%2F11p5jg3_fb!19sChIJi8Wz7y5FyxQRNi_HKFPJuu8?authuser=0&hl=tr&rclk=1
PAYGO,"Soyer Plaza, Atik Ödeme Sistemleri, Körfez, Yüce Rıfat Sk. No:73 Kat:3 Daire:5, 41050 İzmit/Kocaeli",0530 788 98 98,bilgi@hizliyazarkasa.com,http://yazarkasamarket.com/,https://www.google.com/maps/place/%C3%87AR%C5%9EI+%C4%B0LET%C4%B0S%C4%B0M/data=!4m7!3m6!1s0x14cb451a841b92ff:0x290b9864ef35e74c!8m2!3d40.7652744!4d29.9289679!16s%2Fg%2F11fsnc07c3!19sChIJ_5IbhBpFyxQRTOc172SYCyk?authuser=0&hl=tr&rclk=1
İrk Eğitim Yazılım ve Danışmanlık,"Dumlupınar, Atlas Sk. No:124, 41250 Kartepe/Kocaeli",,,N/A,https://www.google.com/maps/place/%C4%B0zmit+Bili%C5%9Fim/data=!4m7!3m6!1s0x4f86b817507ce3df:0xdb7ea908d7d66f5b!8m2!3d40.870853!4d29.8504346!16s%2Fg%2F11jt3rftt7!19sChIJ3-N8UBe4hk8RW2_W1wipfts?authuser=0&hl=tr&rclk=1
Vega Kocaeli Barkod Sistemleri,"Mehmeali Paşa Mahallesi, Dalgıç Sk. No:30, 41100 İzmit/Kocaeli",0505 963 99 59,,http://www.vegakocaeli.com/,https://www.google.com/maps/place/PAYGO/data=!4m7!3m6!1s0x14cb4ff4ab05962d:0x7e55f1ba0d7e33ee!8m2!3d40.7639367!4d29.9510764!16s%2Fg%2F11v6wchbvg!19sChIJLZYFq_RPyxQR7jN-DbrxVX4?authuser=0&hl=tr&rclk=1
Vm Teknoloji San. Ve Tic. Ltd. Şti,"Körfez, Kahya Kadın Cd No:6/2, 41060 İzmit/Kocaeli",(0262) 324 40 25,destek@vmteknoloji.com,http://www.vmteknoloji.com/,https://www.google.com/maps/place/%C4%B0rk+E%C4%9Fitim+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb51531036a15b:0x4c7f55f29494e209!8m2!3d40.7545147!4d30.0193799!16s%2Fg%2F11sfk4v201!19sChIJW6E2EFNRyxQRCeKUlPJVf0w?authuser=0&hl=tr&rclk=1
REHBER BİLGİSAYAR,"Cedit, Sıra Kavaklar Sk. No:5 D:1, 41300 İzmit/Kocaeli",(0262) 321 55 91,,N/A,https://www.google.com/maps/place/Vega+Kocaeli+Barkod+Sistemleri/data=!4m7!3m6!1s0x14cb4f934b5a451d:0x95a46b8c78d2b7!8m2!3d40.7719387!4d29.9526697!16s%2Fg%2F11pxlrv55b!19sChIJHUVaS5NPyxQRt9J4jGuklQA?authuser=0&hl=tr&rclk=1
E & E Ticaret Kartuş ve Toner Dolum Merkezi,"Ömerağa Mh, İstiklal Cd. No:131 Kat:1, 41000 İzmit/Kocaeli",(0262) 325 96 69,,http://www.kocaelibilgisayar.net/,https://www.google.com/maps/place/Vm+Teknoloji+San.+Ve+Tic.+Ltd.+%C5%9Eti/data=!4m7!3m6!1s0x14cb4ffae82da019:0xd1b893b05088a408!8m2!3d40.7619974!4d29.9536174!16s%2Fg%2F11c5_z4sj3!19sChIJGaAt6PpPyxQRCKSIULCTuNE?authuser=0&hl=tr&rclk=1
EBT Bilişim Ve Yazılım Teknolojileri San. Ve Tic. LTD. ŞTİ.,"Körfez, Yüce Rıfat Sk. No:56, 41040 İzmit/Kocaeli",(0262) 255 55 61,,N/A,https://www.google.com/maps/place/REHBER+B%C4%B0LG%C4%B0SAYAR/data=!4m7!3m6!1s0x14cb4fa643441643:0x3feb910e1aa9bbe8!8m2!3d40.7654565!4d29.9385941!16s%2Fg%2F11hdgn4jqx!19sChIJQxZEQ6ZPyxQR6LupGg6R6z8?authuser=0&hl=tr&rclk=1
OTP Bilişim,"Yahyakaptan, Akasyalar Cd. No:24/1 K:2 D:12, 41050 İzmit/Kocaeli",0850 307 0376,,https://otpbilisim.com/,https://www.google.com/maps/place/E+%26+E+Ticaret+Kartu%C5%9F+ve+Toner+Dolum+Merkezi/data=!4m7!3m6!1s0x14cb457f8f9e9cd3:0x2ba300c7b424b31c!8m2!3d40.7648117!4d29.9316603!16s%2Fg%2F1tp8fqsc!19sChIJ05yej39FyxQRHLMktMcAoys?authuser=0&hl=tr&rclk=1
Asc Bilgisayar,"Ömerağa, Hafız Şerif Sk. 30c, 41300 İzmit/Kocaeli",(0262) 332 25 75,,N/A,https://www.google.com/maps/place/EBT+Bili%C5%9Fim+Ve+Yaz%C4%B1l%C4%B1m+Teknolojileri+San.+Ve+Tic.+LTD.+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4ff4a7d5c901:0x4f8db86ee9df9e37!8m2!3d40.7638169!4d29.951658!16s%2Fg%2F11cmh6xytz!19sChIJAcnVp_RPyxQRN57f6W64jU8?authuser=0&hl=tr&rclk=1
Maviay Yazılım,"Yeniköy Merkez, Kocaeli Üniversitesi Teknoloji Geliştirme Bölgesi, NO:83 E:10 41275, Vatan Cd., 41275 Başiskele/Kocaeli",(0262) 322 12 35,,https://www.maviay.co/,https://www.google.com/maps/place/OTP+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb51523aaf4011:0x6c26ed43ac4aea64!8m2!3d40.7666661!4d29.9768537!16s%2Fg%2F11lw0x8154!19sChIJEUCvOlJRyxQRZOpKrEPtJmw?authuser=0&hl=tr&rclk=1
TURKCELL SUPERONLINE CELLNET,"Körfez, Yüce Rıfat Sk. No:56, 41100 İzmit/Kocaeli",(0262) 888 70 03,,http://www.cellnet.com.tr/,https://www.google.com/maps/place/Asc+Bilgisayar/data=!4m7!3m6!1s0x14cb45f300eae07f:0xd5539b090603aad1!8m2!3d40.7652346!4d29.9272051!16s%2Fg%2F1tqhmcy9!19sChIJf-DqAPNFyxQR0aoDBgmbU9U?authuser=0&hl=tr&rclk=1
Rubius Yazılım ve Kreatif Marka Ajansı,"Sanayi Mahallesi Kumru Sokak No: 8 Yavuz İş Merkezi Kat: 4 Ofis: 22, 41040 İzmit/Kocaeli",0506 181 47 45,creative@rubius.co,https://www.rubius.co/tr,https://www.google.com/maps/place/Maviay+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4302cf2fd98d:0xe4f057cd4e2525b3!8m2!3d40.7036444!4d29.8842578!16s%2Fg%2F11f789w98c!19sChIJjdkvzwJDyxQRsyUlTs1X8OQ?authuser=0&hl=tr&rclk=1
Rubius Yazılım ve Kreatif Marka Ajansı,"Sanayi Mahallesi Kumru Sokak No: 8 Yavuz İş Merkezi Kat: 4 Ofis: 22, 41040 İzmit/Kocaeli",0506 181 47 45,creative@rubius.co,https://www.rubius.co/tr,https://www.google.com/maps/place/TURKCELL+SUPERONLINE+CELLNET/data=!4m7!3m6!1s0x14cb4ff4a8f71e17:0xe96520fb1a3c9025!8m2!3d40.763804!4d29.9516672!16s%2Fg%2F11cls6_jg4!19sChIJFx73qPRPyxQRJZA8GvsgZek?authuser=0&hl=tr&rclk=1
Senkron Bilgisayar,"Körfez, Şht. Hasan Sk. NO:18/1, 41040 İzmit/Kocaeli",(0262) 325 78 10,info@sbe.com.tr,http://www.sbe.com.tr/,https://www.google.com/maps/place/Rubius+Yaz%C4%B1l%C4%B1m+ve+Kreatif+Marka+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb455b18b24941:0xc1d3b6115088fbf0!8m2!3d40.7499859!4d29.9529488!16s%2Fg%2F11rzgw454k!19sChIJQUmyGFtFyxQR8PuIUBG208E?authuser=0&hl=tr&rclk=1
BA TECH KOCAELİ İZMİT GÜVENLİK SİSTEMLERİ VE BİLGİSAYAR SAN. TİC. LTD. ŞTİ.,"Ömerağa, Osman Gencal Sk. No:2 NO Apt. No:26 Kat Daire, 41100 İzmit/Kocaeli",(0262) 332 29 68,,N/A,https://www.google.com/maps/place/MOCAL+B%C4%B0L%C4%B0%C5%9E%C4%B0M+VE+TEKNOLOJ%C4%B0+S%C4%B0STEMLER%C4%B0+%2F+RICOH+A+BAY%C4%B0%C4%B0/data=!4m7!3m6!1s0x14cb4f8c2d93c581:0x75ab953bc704394e!8m2!3d40.767619!4d29.945758!16s%2Fg%2F11bxb9yvyg!19sChIJgcWTLYxPyxQRTjkExzuVq3U?authuser=0&hl=tr&rclk=1
E-Teknik Bilişim,"Sanayi, Sarı Limon Sk No:13/9, 41040 İzmit/Kocaeli",0544 695 26 96,,N/A,https://www.google.com/maps/place/Senkron+Bilgisayar/data=!4m7!3m6!1s0x14cb46112bf955e3:0xaf6d76aa24cbd794!8m2!3d40.7618096!4d29.9499856!16s%2Fg%2F1hc7dvwvd!19sChIJ41X5KxFGyxQRlNfLJKp2ba8?authuser=0&hl=tr&rclk=1
PREMIERTURK BİLGİ TEKNOLOJİLERİ A.S.,"Çarşı Yapı Sitesi, Sanayi, Kozalı Cd. A13 Blok, 41040 İzmit/Kocaeli",(0262) 331 82 52,ajax-loader@2x.gif,https://www.premierturk.com/,https://www.google.com/maps/place/BA+TECH+KOCAEL%C4%B0+%C4%B0ZM%C4%B0T+G%C3%9CVENL%C4%B0K+S%C4%B0STEMLER%C4%B0+VE+B%C4%B0LG%C4%B0SAYAR+SAN.+T%C4%B0C.+LTD.+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4f86d573215b:0xb7b92c85b00627f4!8m2!3d40.7657529!4d29.9295546!16s%2Fg%2F11bx1z5f7t!19sChIJWyFz1YZPyxQR9CcGsIUsubc?authuser=0&hl=tr&rclk=1
PREMIERTURK BİLGİ TEKNOLOJİLERİ A.S.,"Çarşı Yapı Sitesi, Sanayi, Kozalı Cd. A13 Blok, 41040 İzmit/Kocaeli",(0262) 331 82 52,ajax-loader@2x.gif,https://www.premierturk.com/,https://www.google.com/maps/place/E-Teknik+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f181abdf17b:0x526b597cdaef12b4!8m2!3d40.7436142!4d29.9470172!16s%2Fg%2F11s46blr_5!19sChIJe_G9GhhPyxQRtBLv2nxZa1I?authuser=0&hl=tr&rclk=1
Aka Bilişim,"Yenişehir, Arda Sk. No:36/A, 41050 İzmit/Kocaeli",0532 573 01 24,,N/A,https://www.google.com/maps/place/PREMIERTURK+B%C4%B0LG%C4%B0+TEKNOLOJ%C4%B0LER%C4%B0+A.S./data=!4m7!3m6!1s0x14cb4f87d47007cd:0x997202d8f344551a!8m2!3d40.75404!4d29.9543456!16s%2Fg%2F1tq25_s0!19sChIJzQdw1IdPyxQRGlVE89gCcpk?authuser=0&hl=tr&rclk=1
BanK Bilişim Hizmetleri,"Tepecik Mah. Tepecik Sok. Hamzaoğlu Apt., B Blok No:1 K:3 D:6, 41200 İzmit/Kocaeli",(0262) 332 20 25,,N/A,https://www.google.com/maps/place/Ajans+Marifet/data=!4m7!3m6!1s0x14cb4f874a200565:0xf5c8f6e21f7a9b3c!8m2!3d40.7656299!4d29.9340102!16s%2Fg%2F1ptw0sv6x!19sChIJZQUgSodPyxQRPJt6H-L2yPU?authuser=0&hl=tr&rclk=1
TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. - Kocaeli Şubesi,"Kemalpaşa Mh. Gümrükçüler Cd. No:13 Fazlıoğlu İş Merkezi Kat:6 Ofis No: 87, 41100 İzmit/Kocaeli",0530 314 24 06,,http://www.turktrust.com.tr/,https://www.google.com/maps/place/Aka+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4ff04bc1aaab:0x3267557a905f6ef7!8m2!3d40.7648653!4d29.9598816!16s%2Fg%2F11swv_69gk!19sChIJq6rBS_BPyxQR925fkHpVZzI?authuser=0&hl=tr&rclk=1
Diamedya Dijital Medya Ajansı,"Cedit mah. Bostanlar Cad. Karakadılar Apt B/9 D:1, 41000 İzmit/Kocaeli",0553 829 44 16,,https://diamedya.com/,https://www.google.com/maps/place/BanK+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb458057112f1f:0xb1f7d0e29e339511!8m2!3d40.7650393!4d29.9251313!16s%2Fg%2F11ggkcs3fd!19sChIJHy8RV4BFyxQREZUznuLQ97E?authuser=0&hl=tr&rclk=1
Çelebi Bilgisayar ve Yazılım Hizmetleri,"Körfez Mah Sanayi Cad Berk Sok No:1 Dolphin Avm K:4 D:425, 41040 İzmit/Kocaeli",0533 394 91 83,,N/A,https://www.google.com/maps/place/T%C3%9CRKTRUST+Bilgi+%C4%B0leti%C5%9Fim+ve+Bili%C5%9Fim+G%C3%BCvenli%C4%9Fi+Hizmetleri+A.%C5%9E.+-+Kocaeli+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb457ff97d0f73:0x7c646bf936c9bba6!8m2!3d40.7618157!4d29.9227336!16s%2Fg%2F11c5b1r37g!19sChIJcw99-X9FyxQRprvJNvlrZHw?authuser=0&hl=tr&rclk=1
Kocaeli Web Tasarım Yazılım Hizmetleri,"Cumhuriyet, 41670 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Diamedya+Dijital+Medya+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4fbbb5796759:0x28eb15337526e5ee!8m2!3d40.7660155!4d29.935354!16s%2Fg%2F11rsh5ghr7!19sChIJWWd5tbtPyxQR7uUmdTMV6yg?authuser=0&hl=tr&rclk=1
Pardus Bilgisayar Yazılım,"Ömerağa, İstiklal Cd. Belsa Plaza Avm Kat:1 No:161, 41100 İzmit/Kocaeli",0531 471 38 06,,http://www.pardusbilgisayar.net/,https://www.google.com/maps/place/%C3%87elebi+Bilgisayar+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb457ff2938cf3:0x85f35ab78b1e7483!8m2!3d40.7644649!4d29.9399372!16s%2Fg%2F11f_1_q5k4!19sChIJ84yT8n9FyxQRg3Qei7da84U?authuser=0&hl=tr&rclk=1
Akedya,"Çarşı Yapı, Sanayi, B Blok İç Kapı No: 18, 41040 İzmit/Kocaeli",0850 840 4185,,https://akedya.com/hizmetler/hizmet-detay/kurumsal-web-tasarim/,https://www.google.com/maps/place/Kocaeli+Web+Tasar%C4%B1m+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb418f97012af1:0xfa746d58d759dbe1!8m2!3d40.7595287!4d29.875036!16s%2Fg%2F11s7szbkt9!19sChIJ8SoBl49ByxQR4dtZ11htdPo?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Pardus+Bilgisayar+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb45d6d7b29075:0xc6086adb65f05507!8m2!3d40.7652253!4d29.9286745!16s%2Fg%2F11gy4_0447!19sChIJdZCy19ZFyxQRB1XwZdtqCMY?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Akedya/data=!4m7!3m6!1s0x14cb456638c95ddb:0xd845adf1eee6422a!8m2!3d40.7532006!4d29.9540528!16s%2Fg%2F11ptpjnkd4!19sChIJ213JOGZFyxQRKkLm7vGtRdg?authuser=0&hl=tr&rclk=1
